contractsymbol,Ticker,type,K,S,𝛔,T,r,LSMC Normal μ,LSMC Poly μ,LSMC CV μ,MC μ,BS,LSMC Poly SE,LSMC Normal SE,LSMC CV SE,MC SE,LSMC Normal CI,LSMC Poly CI,LSMC CV CI,MC CI,Observed,LSMC Normal error,LSMC Poly error,LSMC CV error,MC error,BS error,LSMC Normal Early Exercise,LSMC Poly Early Exercise,LSMC CV Early Exercise,MC Early Exercise
IWM230317C00185000,iwm,Call,185.0,178.48,0.2772594247436523,296,0.0274900007247924,12.897432707227946,20.90785238178104,20.841785833256466,20.803660170896293,21.034661539103013,0.11087970336143822,0.07981826722328347,0.15112331111040703,0.08387406747663415,"[12.749006805054416, 13.045858609401476]","[20.701666246994165, 21.114038516567916]","[20.560764776657155, 21.122806889855777]","[20.64769231332106, 20.959628028471528]",14.809999999999999,1.912567292772053,6.097852381781042,6.0317858332564676,5.993660170896295,6.224661539103014,8.137228831875067,0.12680915732197207,0.19287570584654645,0.23100136820671935
IWM230317C00185000,iwm,Call,185.0,186.19,0.2776866665649413,294,0.0274300003051757,7.486296234900735,26.46922577140625,25.378547626232084,25.44782775196467,25.46279272294919,0.10018568155574664,0.08339891769606979,0.13383836845544547,0.19802681746813713,"[7.331211941167479, 7.641380528633991]","[26.282925683881373, 26.655525858931128]","[25.129668750825502, 25.627426501638666]","[25.0795873721649, 25.81606813176444]",18.82,11.333703765099266,7.64922577140625,6.558547626232084,6.62782775196467,6.6427927229491885,17.976496488048454,1.0064330484570618,0.08424509671710467,0.014964970984518544
IWM230317C00185000,iwm,Call,185.0,185.4,0.2749095947265625,290,0.0284400010108947,8.965409977214646,24.573485696290398,25.212004632492825,24.451168449477777,24.68786486525417,0.15040299122273784,0.07345912317802934,0.18218230461241858,0.09415329108704146,"[8.828809208870792, 9.1020107455585]","[24.29380410912459, 24.853167283456205]","[24.873227885479412, 25.550781379506237]","[24.276085881810552, 24.626251017145]",18.060000000000002,9.094590022785356,6.513485696290395,7.152004632492822,6.3911684494777745,6.627864865254168,15.722454888039524,0.11437916896377232,0.5241397672386547,0.2366964157763931
IWM230317C00185000,iwm,Call,185.0,188.16,0.2758556301879882,288,0.0291300010681152,6.045526733085315,26.61629419392191,27.06394431255957,25.9913378004394,26.43437758683892,0.22947271005143915,0.056731972237114896,0.17991125438769554,0.21767313907000665,"[5.940030905446988, 6.151022560723642]","[26.189578666280706, 27.043009721563113]","[26.729390692534658, 27.398497932584483]","[25.586564141860332, 26.396111459018467]",19.655,13.609473266914687,6.961294193921908,7.408944312559569,6.336337800439399,6.779377586838919,20.388850853753606,0.1819166070829894,0.6295667257206503,0.44303978639952035
IWM230317C00185000,iwm,Call,185.0,187.92,0.2744518356323242,284,0.0303800010681152,6.142748636320159,25.672749144145467,25.703959469551208,26.259384520228057,26.11786049609617,0.14059270894741513,0.03628014944458236,0.1610549939711731,0.08876897938151722,"[6.075283955619451, 6.210213317020868]","[25.41131024813228, 25.934188040158652]","[25.40446997157886, 26.003448967523557]","[26.09431433882625, 26.424454701629863]",19.355,13.21225136367984,6.317749144145466,6.3489594695512075,6.9043845202280565,6.76286049609617,19.97511185977601,0.44511135195070395,0.41390102654496275,0.14152402413188625
IWM230317C00185000,iwm,Call,185.0,187.51,0.2791820129394531,282,0.0302900004386901,6.478882055574113,26.243244158654782,25.916071909425007,26.415737181938773,26.115113531350445,0.1306264162725609,0.030523750136538345,0.19434166960254917,0.1442095764880993,"[6.422121675909875, 6.53564243523835]","[26.0003380626265, 26.486150254683064]","[25.554684239106674, 26.27745957974334]","[26.14757254698833, 26.683901816889218]",19.33,12.851117944425885,6.913244158654784,6.586071909425009,7.085737181938775,6.785113531350447,19.636231475776334,0.128130627304337,0.1990416219254385,0.30062365058832796
IWM230317C00185000,iwm,Call,185.0,184.75,0.2808299456787109,281,0.0304399991035461,9.586016163477067,23.942245142489373,24.51908964814893,25.06041844805553,24.518397018758677,0.09962288357268641,0.04644165294911567,0.11266486000865597,0.13232186728803771,"[9.499655678876222, 9.672376648077913]","[23.756991604849418, 24.127498680129328]","[24.30958392882205, 24.728595367475812]","[24.8143595794187, 25.30647731669236]",17.855,8.268983836522933,6.0872451424893725,6.664089648148931,7.205418448055529,6.663397018758676,14.93238085528161,0.5761518762693036,0.0006926293902544955,0.5420214292968524
IWM230317C00185000,iwm,Call,185.0,178.78,0.2810130493164062,280,0.0315599989891052,13.627443486795823,20.37917319430001,21.194528488783277,20.52236547053642,21.118263116300184,0.06375473462761332,0.06421542541583089,0.1587084114512206,0.09690517095710963,"[13.50803181848512, 13.746855155106525]","[20.26061820264044, 20.497728185959577]","[20.899402573730793, 21.48965440383576]","[20.34216565005731, 20.70256529101553]",14.725000000000001,1.0975565132041787,5.654173194300007,6.469528488783276,5.79736547053642,6.393263116300183,7.490819629504362,0.7390899220001756,0.07626537248309262,0.5958976457637633
IWM230317C00185000,iwm,Call,185.0,170.2,0.2869944348144531,277,0.0336599993705749,10.282644419194352,17.141973566367536,17.178968868172692,17.134861036470355,17.042064925519895,0.1309313363201272,0.06131213911643656,0.15271935892409352,0.12347139627097684,"[10.168631551224054, 10.396657287164649]","[16.8985004568632, 17.385446675871872]","[16.89497988399365, 17.462957852351735]","[16.905260043844454, 17.364462029096256]",10.99,0.7073555808056486,6.151973566367536,6.188968868172692,6.144861036470354,6.052064925519895,6.759420506325544,0.09990864084764084,0.13690394265279693,0.09279611095045937
IWM230317C00185000,iwm,Call,185.0,172.85,0.2861399511718749,275,0.0339499998092651,11.89979570530969,18.083597150900882,18.414185651499587,18.073841425888457,18.25743348855967,0.10340605668931645,0.07780073627792451,0.1334449721704635,0.12305761138334918,"[11.755121498846243, 12.044469911773138]","[17.891308621116288, 18.275885680685477]","[18.16603831538271, 18.662332987616463]","[17.8450098861383, 18.302672965638614]",11.035,0.8647957053096906,7.048597150900882,7.379185651499586,7.038841425888457,7.22243348855967,6.357637783249979,0.1738363376587877,0.15675216293991667,0.18359206267121309
IWM230317C00185000,iwm,Call,185.0,165.22,0.2713695910644531,273,0.0323900008201599,8.31722708859189,12.841317360379769,13.937581558733491,13.191757515958457,13.333576591384066,0.1295500383587672,0.043419236234219394,0.10897426050151302,0.10331357294834384,"[8.236486933061807, 8.397967244121974]","[12.600412840788714, 13.082221879970824]","[13.734938686477399, 14.140224430989583]","[12.999640964132892, 13.383874067784022]",8.125,0.1922270885918902,4.716317360379769,5.812581558733491,5.066757515958457,5.208576591384066,5.016349502792176,0.49225923100429725,0.6040049673494252,0.1418190754256088
IWM230317C00185000,iwm,Call,185.0,168.82,0.271644246520996,269,0.033069999217987,9.72340233064704,14.718770458141156,15.313198377868465,14.521465100195021,14.888408666498378,0.08998260121278916,0.06487808193785996,0.09567491134695953,0.08335234443418268,"[9.602758420701246, 9.844046240592835]","[14.551443488644713, 14.8860974276376]","[15.135286284233056, 15.491110471503875]","[14.366467411679508, 14.676462788710534]",9.48,0.2434023306470401,5.238770458141156,5.833198377868465,5.041465100195021,5.408408666498378,5.165006335851338,0.1696382083572221,0.4247897113700869,0.3669435663033571
IWM230317C00185000,iwm,Call,185.0,168.18,0.2703625210571289,268,0.0315599989891052,9.475318169280008,14.242448797864252,14.658299149957925,14.769946228494616,14.350214284788507,0.09065624922980982,0.06950885284494973,0.0862133769431262,0.10496388021448105,"[9.346063118381718, 9.604573220178299]","[14.073869147519778, 14.411028448208727]","[14.497981234055118, 14.818617065860732]","[14.574760851030995, 14.965131605958238]",9.125,0.35031816928000836,5.117448797864252,5.533299149957925,5.644946228494616,5.225214284788507,4.874896115508498,0.10776548692425436,0.3080848651694179,0.41973194370610933
IWM230317C00185000,iwm,Call,185.0,174.32,0.2689282092285155,266,0.03125,11.242603383827701,16.61903938838812,17.623987652513826,17.33678952888728,17.16066039562871,0.07832435529802127,0.09587342351462706,0.073515156830319,0.10030945519585033,"[11.06432214728048, 11.420884620374922]","[16.473391487203443, 16.764687289572798]","[17.48728268690182, 17.76069261812583]","[17.15025927833285, 17.52331977944171]",11.5,0.2573966161722989,5.119039388388121,6.123987652513826,5.83678952888728,5.66066039562871,5.918057011801009,0.5416210072405896,0.46332725688511545,0.17612913325856994
IWM230317C00185000,iwm,Call,185.0,176.19,0.2717663156127929,263,0.0319400000572204,11.923931882795342,17.421849421041856,18.680863507291306,18.15493828047416,18.26162066866003,0.06921144814329251,0.07728339598925602,0.13003270286757385,0.08273453061938336,"[11.78021969545042, 12.067644070140265]","[17.293147408472883, 17.550551433610828]","[18.43906144986012, 18.922665564722493]","[18.00108944642551, 18.308787114522808]",12.434999999999999,0.5110681172046565,4.986849421041857,6.245863507291308,5.71993828047416,5.826620668660031,6.337688785864687,0.8397712476181738,0.419242838631277,0.10668238818587028
IWM230317C00185000,iwm,Call,185.0,172.72,0.2724071783447265,262,0.0320600008964538,10.767631317640639,15.980396026652604,16.260296583094327,16.108081036812667,16.4694771467411,0.09662052184886627,0.06453053702774217,0.12001525664477772,0.15705432584935466,"[10.647633684150406, 10.887628951130871]","[15.800725524864113, 16.160066528441096]","[16.03712244812773, 16.483470718060925]","[15.816030973395026, 16.400131100230308]",10.86,0.09236868235936058,5.120396026652605,5.4002965830943275,5.248081036812668,5.609477146741099,5.70184582910046,0.48908112008849436,0.20918056364677184,0.36139610992843174
IWM230317C00185000,iwm,Call,185.0,170.15,0.267860104675293,261,0.0309299993515014,9.439064820921486,14.065068324189486,15.390127641125993,14.790774258649114,14.763691872970782,0.06952834689574561,0.07886514918544624,0.1026194815979587,0.06233781969707639,"[9.292411287524743, 9.585718354318228]","[13.935777023167295, 14.194359625211677]","[15.199301785508897, 15.580953496743088]","[14.674854088367962, 14.906694428930265]",9.585,0.14593517907851528,4.480068324189485,5.805127641125992,5.205774258649113,5.178691872970781,5.324627052049296,0.6986235487812955,0.6264357681552113,0.02708238567833199
IWM230317C00185000,iwm,Call,185.0,169.29,0.2674023455810547,260,0.0297199988365173,9.387795021599489,14.197923319018956,13.976514837097458,13.340548820262121,14.199016820185108,0.08267394490317242,0.09562176551827252,0.1134889806966704,0.07926355335545407,"[9.209981755185517, 9.565608288013461]","[14.04418714701999, 14.351659491017923]","[13.765476625762497, 14.187553048432418]","[13.1931544351729, 13.487943205351343]",9.175,0.21279502159948827,5.022923319018956,4.801514837097457,4.165548820262121,5.024016820185107,4.811221798585619,0.0010935011661512561,0.2225019830876498,0.8584679999229863
IWM230317C00185000,iwm,Call,185.0,171.5,0.2638318246459961,259,0.0288899993896484,9.538815187383063,14.776570473105815,15.468264260457481,15.345892592594238,14.906753351645733,0.08812151887171525,0.06555738405294032,0.13309246517326923,0.0665587658458146,"[9.416908082522287, 9.66072229224384]","[14.612704275624385, 14.940436670587246]","[15.22077242803545, 15.715756092879511]","[15.222123370185711, 15.469661815002764]",9.870000000000001,0.33118481261693766,4.906570473105814,5.59826426045748,5.475892592594237,5.036753351645732,5.36793816426267,0.13018287853991772,0.5615109088117478,0.43913924094850465
IWM230317C00185000,iwm,Call,185.0,171.23,0.2671887246704102,255,0.0280900001525878,9.869601740878327,14.526487895235395,14.773099824355825,14.348489624444893,14.779319707702527,0.08360058797309056,0.08841023183134435,0.10182367901768365,0.10050261319730874,"[9.705198667779412, 10.034004813977242]","[14.371028585934278, 14.681947204536511]","[14.583753801865136, 14.962445846846514]","[14.16160018730792, 14.535379061581866]",9.855,0.014601740878326552,4.671487895235394,4.918099824355824,4.4934896244448925,4.9243197077025265,4.9097179668242,0.25283181246713227,0.006219883346702204,0.43083008325763394
IWM230317C00185000,iwm,Call,185.0,171.04,0.2687756228637695,254,0.0291300010681152,9.654508884237696,14.430899126917634,14.76232945228535,14.782493719850212,14.823846655048783,0.07295074511322644,0.08358357730730943,0.10521415837084504,0.13362917340007882,"[9.49908120708675, 9.809936561388643]","[14.295243712006505, 14.566554541828763]","[14.566678670567228, 14.957980234003472]","[14.534003852698296, 15.030983587002128]",9.765,0.1104911157623043,4.665899126917633,4.997329452285349,5.017493719850211,5.058846655048782,5.169337770811087,0.39294752813114897,0.06151720276343298,0.04135293519857086
IWM230317C00185000,iwm,Call,185.0,175.8,0.2663647583007812,253,0.0300799989700317,11.195774923273056,16.660929168037327,17.79857299736702,17.42229423804182,17.067714452373068,0.13143807743893007,0.11374882310577157,0.08505106102754628,0.1196627858818832,"[10.984253522496186, 11.407296324049927]","[16.41651374907999, 16.905344586994666]","[17.64041646374401, 17.95672953099003]","[17.19977553939065, 17.644812936692993]",11.67,0.4742250767269436,4.990929168037328,6.128572997367021,5.752294238041822,5.397714452373068,5.871939529100011,0.40678528433574,0.7308585449939535,0.35457978566875425
IWM230317C00185000,iwm,Call,185.0,175.67,0.2674938973999023,252,0.0310100007057189,11.206985407288089,16.677764075768614,17.253649682758905,17.1069291867819,17.102451250410994,0.10590084214352147,0.10356318853379042,0.1426914328120584,0.13321308243170527,"[11.01440468329047, 11.399566131285708]","[16.480836372588612, 16.874691778948616]","[16.98830810890192, 17.51899125661589]","[16.859213060773655, 17.354645312790147]",11.65,0.44301459271191135,5.027764075768614,5.603649682758904,5.456929186781901,5.452451250410993,5.895465843122905,0.42468717464237926,0.1511984323479112,0.004477936370907543
IWM230317C00185000,iwm,Call,185.0,172.97,0.2670361383056641,249,0.0299099993705749,9.904524084058046,15.07586123556024,16.034143986943764,15.815601494855871,15.478748223956089,0.11301486721148439,0.12455308132480432,0.07729308577540005,0.07205168085627839,"[9.672911646113084, 10.136136522003008]","[14.86570466102622, 15.28601781009426]","[15.890413780976035, 16.177874192911496]","[15.681617933119357, 15.949585056592385]",10.375,0.4704759159419538,4.7008612355602395,5.659143986943764,5.440601494855871,5.103748223956089,5.5742241398980426,0.40288698839584924,0.5553957629876756,0.33685327089978223
IWM230317C00185000,iwm,Call,185.0,173.25,0.2638928591918945,248,0.0295799994468688,9.90071217157962,14.819432078417236,15.756138023141707,15.445098828217084,15.334289294575356,0.06807180645109928,0.05239757132929021,0.07951768953971113,0.08948176230340685,"[9.803276370643275, 9.998147972515966]","[14.69284928432046, 14.946014872514013]","[15.608271059609788, 15.904004986673627]","[15.2787031927317, 15.611494463702469]",10.285,0.3842878284203799,4.534432078417236,5.471138023141707,5.160098828217084,5.049289294575356,5.433577122995736,0.51485721615812,0.42184872856635103,0.11080953364172785
IWM230317C00185000,iwm,Call,185.0,171.79,0.269263899230957,247,0.0290400004386901,9.82981300140542,14.139698454746659,14.864019464932685,14.686302931873444,14.902388935962037,0.06068656073171454,0.06188888414923306,0.12534467035852298,0.08958059245739428,"[9.714727648341235, 9.944898354469604]","[14.026848879833988, 14.25254802965933]","[14.630935029153546, 15.097103900711824]","[14.519723516969163, 14.852882346777724]",9.925,0.09518699859458124,4.214698454746658,4.939019464932684,4.761302931873443,4.977388935962036,5.0725759345566175,0.7626904812153779,0.03836947102935184,0.21608600408859324
IWM230317C00185000,iwm,Call,185.0,168.42,0.2615430291748046,246,0.0296000003814697,8.171485347642712,12.145514672933187,13.619391697310427,12.632751258622372,12.800157360427043,0.10377736654301618,0.03967296156389788,0.11450896577161461,0.12066820456866872,"[8.097711569823845, 8.245259125461578]","[11.952535674638833, 12.33849367122754]","[13.40645677473105, 13.832326619889804]","[12.4083629356253, 12.857139581619444]",8.21,0.038514652357289236,3.935514672933186,5.409391697310426,4.422751258622371,4.5901573604270425,4.628672012784332,0.6546426874938565,0.8192343368833832,0.16740610180467108
IWM230317C00185000,iwm,Call,185.0,172.95,0.2614819946289062,245,0.029300000667572,9.266439370692376,14.507651134318865,14.992455107247954,14.955973210948578,14.868346418695467,0.1041323398309165,0.09055333918151123,0.08510005736291132,0.11598509847478904,"[9.098051086526256, 9.434827654858497]","[14.314012046143622, 14.701290222494107]","[14.83420746258567, 15.150702751910238]","[14.74029334869789, 15.171653073199266]",9.96,0.6935606293076244,4.547651134318864,5.032455107247953,4.995973210948577,4.908346418695466,5.60190704800309,0.36069528437660203,0.12410868855248758,0.08762679225311132
IWM230317C00185000,iwm,Call,185.0,173.48,0.264533721923828,242,0.0296000003814697,9.859761259126923,14.460516442232432,15.301828479586264,15.473918667798216,15.223063623783304,0.07987379191915525,0.08423333883510384,0.0514279949971403,0.06982920476892841,"[9.70312531920211, 10.016397199051736]","[14.31198728921966, 14.609045595245204]","[15.206195652415598, 15.39746130675693]","[15.344067907108375, 15.603769428488057]",10.280000000000001,0.4202387408730779,4.180516442232431,5.021828479586263,5.193918667798215,4.943063623783303,5.363302364656381,0.7625471815508718,0.07876485580296055,0.2508550440149122
IWM230317C00185000,iwm,Call,185.0,178.26,0.2695385546875,241,0.0301900005340576,11.685558856165345,17.36530854533438,17.96587771948933,18.088812471239713,18.040144092537773,0.1216748800460375,0.09641649471916831,0.1407180399855707,0.09926627266531952,"[11.506267752625485, 11.864849959705206]","[17.13904826092894, 17.591568829739817]","[17.704205764390103, 18.22754967458856]","[17.90422206871271, 18.273402873766717]",12.690000000000001,1.004441143834656,4.675308545334378,5.27587771948933,5.398812471239712,5.3501440925377715,6.354585236372428,0.6748355472033936,0.07426637304844164,0.048668378701940185
IWM230317C00185000,iwm,Call,185.0,180.43,0.2704540728759765,240,0.0303600001335144,11.659482885276983,18.874834744051075,19.0476258208013,19.221606193665146,19.259875781850752,0.11088588296445538,0.10428603698550903,0.08977019140817125,0.1680226967239728,"[11.465557989859546, 11.85340778069442]","[18.668637117995534, 19.081032370106616]","[18.880693837540186, 19.214557804062416]","[18.909159917712785, 19.534052469617507]",13.605,1.9455171147230175,5.269834744051074,5.4426258208013,5.616606193665145,5.654875781850752,7.600392896573769,0.38504103779967735,0.21224996104945149,0.03826958818560655
IWM230317C00185000,iwm,Call,185.0,180.84,0.2730480410766601,239,0.0291000008583068,11.650742029788615,19.33323296709709,19.770124774369283,19.420422525060715,19.522587483689406,0.20429318592452886,0.12980956800463536,0.09077343237951858,0.07774272596870599,"[11.409354902353908, 11.892129157223323]","[18.953339974131843, 19.713125960062335]","[19.601327216328738, 19.938922332409827]","[19.27585619155393, 19.5649888585675]",13.995000000000001,2.3442579702113857,5.338232967097088,5.7751247743692815,5.425422525060714,5.5275874836894054,7.871845453900791,0.18935451659231717,0.24753729067987607,0.10216495862869124
IWM230317C00185000,iwm,Call,185.0,178.59,0.2659375164794921,238,0.027829999923706,10.596890562661464,17.497711242335004,17.51710045012619,17.860827639145906,17.650793156654274,0.09784871770531084,0.07382818526472727,0.1545453879355721,0.11471928715158279,"[10.459603505638567, 10.734177619684361]","[17.315756851351967, 17.67966563331804]","[17.22971587728239, 17.80448502296999]","[17.647501613857163, 18.07415366443465]",12.535,1.938109437338536,4.962711242335004,4.98210045012619,5.325827639145906,5.115793156654274,7.0539025939928095,0.15308191431926943,0.13369270652808396,0.2100344824916327
IWM230317C00185000,iwm,Call,185.0,180.52,0.2690807955932617,235,0.0281999993324279,11.659703218210394,18.040308174112358,19.49093823821697,18.74795273677563,18.805480567206814,0.04488720320510105,0.08470937888111574,0.10933391680372544,0.1379766192837812,"[11.502182058952236, 11.817224377468552]","[17.956838263482425, 18.12377808474229]","[19.287626567789918, 19.69424990864402]","[18.49137858516244, 19.00452688838882]",13.475,1.8152967817896055,4.565308174112358,6.01593823821697,5.272952736775631,5.3304805672068145,7.14577734899642,0.7651723930944563,0.6854576710101554,0.0575278304311837
IWM230317C00185000,iwm,Call,185.0,179.73,0.2780223565673828,234,0.0278699994087219,11.756262902182367,19.063958775465014,19.186001762643993,18.863297726705632,18.91059957008102,0.10579120556681591,0.12676245044236809,0.11909019697326265,0.11075704653219906,"[11.520542036230676, 11.991983768134059]","[18.867234946766064, 19.260682604163964]","[18.964547820574154, 19.407455704713833]","[18.657339678184854, 19.06925577522641]",13.54,1.7837370978176317,5.523958775465015,5.646001762643994,5.323297726705633,5.370599570081019,7.154336667898651,0.15335920538399606,0.27540219256297505,0.047301843375386454
IWM230317C00185000,iwm,Call,185.0,183.41,0.2766185620117187,233,0.0273399996757507,9.707445244049566,20.105125112388397,20.67141422713069,20.95845353691526,20.796231396373173,0.13349689773140488,0.06461853033641247,0.052639641155283606,0.20016210838435,"[9.58728398277488, 9.827606505324253]","[19.856881218196573, 20.35336900658022]","[20.573528285724475, 20.769300168536905]","[20.58624248108271, 21.330664592747812]",15.175,5.4675547559504345,4.930125112388396,5.496414227130689,5.78345353691526,5.621231396373172,11.088786152323607,0.6911062839847766,0.12481716924248332,0.16222214054208806
IWM230317C00185000,iwm,Call,185.0,185.64,0.2719494192504882,232,0.0268099999427795,7.456238476304474,21.057612481101625,21.93315542269772,22.11318148436328,21.687625932952116,0.09782262505442928,0.05365702458117869,0.13729395348878107,0.14155696983468147,"[7.356460661545229, 7.556016291063719]","[20.875706610656326, 21.239518351546923]","[21.677850720923903, 22.188460124471536]","[21.84994949890952, 22.37641346981704]",16.2,8.743761523695525,4.857612481101626,5.73315542269772,5.913181484363282,5.487625932952117,14.231387456647642,0.6300134518504912,0.2455294897456035,0.42555555141116486
IWM230317C00185000,iwm,Call,185.0,187.38,0.2725902819824218,231,0.0264199995994567,5.967600373568329,22.985166984236983,22.852041579647086,22.043947334207594,22.69489702529269,0.11403763638060205,0.05210204944324993,0.1347414838823344,0.10245374543932419,"[5.870714109775216, 6.064486637361442]","[22.77310852130169, 23.197225447172276]","[22.601483317720774, 23.102599841573397]","[21.853429672939033, 22.234464995476156]",17.175,11.207399626431672,5.810166984236982,5.677041579647085,4.8689473342075935,5.519897025292689,16.72729665172436,0.2902699589442932,0.1571445543543959,0.6509496910850956
