contractsymbol,gatherdate,stock,type,expiry,strike,stk_price,impliedvolatility,lastprice,ask,bid,timevalue,inthemoney,days_to_expiry
IWM230317C00185000,2022-07-26 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,179.73,0.2780223565673828,14.2,13.69,13.39,0.9285714285714286,0,234
IWM230317C00185000,2022-07-27 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.41,0.2766185620117187,13.97,15.43,14.92,0.9246031746031746,0,233
IWM230317C00185000,2022-07-28 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,185.64,0.2719494192504882,15.95,16.36,16.04,0.9206349206349206,1,232
IWM230317C00185000,2022-07-29 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,187.38,0.2725902819824218,16.56,17.34,17.01,0.9166666666666666,1,231
IWM230317C00185000,2022-08-01 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,187.29,0.2782359774780273,16.56,17.47,17.1,0.9047619047619048,1,228
IWM230317C00185000,2022-08-02 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,187.73,0.2828746029663085,17.65,18.0,17.56,0.9007936507936508,1,227
IWM230317C00185000,2022-08-03 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,190.0,0.2797618411254882,17.65,19.09,18.77,0.8968253968253969,1,226
IWM230317C00185000,2022-08-04 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,189.35,0.2830882238769531,17.65,18.87,18.31,0.8928571428571429,1,225
IWM230317C00185000,2022-08-05 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,190.48,0.2821421884155273,17.65,19.44,19.08,0.8888888888888888,1,224
IWM230317C00185000,2022-08-08 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,192.27,0.2901987484741211,17.65,20.85,20.52,0.876984126984127,1,221
IWM230317C00185000,2022-08-09 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,189.78,0.2829051202392577,17.65,18.93,18.64,0.873015873015873,1,220
IWM230317C00185000,2022-08-10 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,195.31,0.2869334002685546,17.65,22.53,22.2,0.8690476190476191,1,219
IWM230317C00185000,2022-08-11 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,196.29,0.291175301208496,17.65,23.36,22.98,0.8650793650793651,1,218
IWM230317C00185000,2022-08-12 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,200.27,0.2915109912109374,23.25,25.98,25.73,0.8611111111111112,1,217
IWM230317C00185000,2022-08-15 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,201.07,0.2927927166748045,23.25,26.47,26.26,0.8492063492063492,1,214
IWM230317C00185000,2022-08-16 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,200.77,0.2979806530761718,23.25,26.52,26.19,0.8452380952380952,1,213
IWM230317C00185000,2022-08-17 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,197.63,0.2969430657958983,23.25,24.32,23.94,0.8412698412698413,1,212
IWM230317C00185000,2022-08-18 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,198.97,0.2960275476074219,23.25,25.12,24.81,0.8373015873015873,1,211
IWM230317C00185000,2022-08-19 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,194.76,0.2916635775756835,23.25,22.1,21.8,0.8333333333333334,1,210
IWM230317C00185000,2022-08-22 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,191.3,0.296607375793457,23.25,20.14,19.93,0.8214285714285714,1,207
IWM230317C00185000,2022-08-23 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,190.84,0.2952646157836913,23.25,19.71,19.43,0.8174603174603174,1,206
IWM230317C00185000,2022-08-24 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,192.63,0.2895578857421874,23.25,20.46,20.22,0.8134920634920635,1,205
IWM230317C00185000,2022-08-25 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,195.0,0.2892527130126953,21.25,21.88,21.61,0.8095238095238095,1,204
IWM230317C00185000,2022-08-26 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,189.23,0.2917246121215819,19.72,18.45,18.2,0.8055555555555556,1,203
IWM230317C00185000,2022-08-29 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,187.24,0.2907785766601561,19.72,17.14,16.95,0.7936507936507936,1,200
IWM230317C00185000,2022-08-30 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,184.74,0.2878489184570311,15.67,15.55,15.34,0.7896825396825397,0,199
IWM230317C00185000,2022-08-31 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,184.43,0.2829661547851562,15.32,15.08,14.89,0.7857142857142857,0,198
IWM230317C00185000,2022-09-01 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,180.59,0.2772899420166015,14.78,12.77,12.56,0.7817460317460317,0,197
IWM230317C00185000,2022-09-02 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.74,0.2760387338256835,14.78,14.25,14.11,0.7777777777777778,0,196
IWM230317C00185000,2022-09-06 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,178.57,0.2813487393188476,12.91,11.82,11.68,0.7619047619047619,0,192
IWM230317C00185000,2022-09-07 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,180.23,0.2742382147216796,12.91,12.22,12.08,0.7579365079365079,0,191
IWM230317C00185000,2022-09-08 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.56,0.2744823529052734,13.75,13.89,13.66,0.753968253968254,0,190
IWM230317C00185000,2022-09-09 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,187.2,0.2746044219970703,15.61,15.81,15.71,0.75,1,189
IWM230317C00185000,2022-09-12 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,188.93,0.2880015048217772,17.17,17.41,17.26,0.7380952380952381,1,186
IWM230317C00185000,2022-09-13 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,182.43,0.289222195739746,14.47,13.9,13.72,0.7341269841269841,0,185
IWM230317C00185000,2022-09-14 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,182.49,0.282111671142578,14.47,13.48,13.36,0.7301587301587301,0,184
IWM230317C00185000,2022-09-15 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,181.01,0.2886423675537108,14.47,13.02,12.84,0.7261904761904762,0,183
IWM230317C00185000,2022-09-16 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,177.96,0.278327529296875,10.96,11.01,10.8,0.7222222222222222,0,182
IWM230317C00185000,2022-09-19 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,179.59,0.2834849484252929,11.61,11.91,11.77,0.7103174603174603,0,179
IWM230317C00185000,2022-09-20 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,177.23,0.2855296057128905,10.87,10.86,10.72,0.7063492063492064,0,178
IWM230317C00185000,2022-09-21 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,178.52,0.2945016839599609,10.87,11.9,11.69,0.7023809523809523,0,177
IWM230317C00185000,2022-09-22 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,171.12,0.2786937365722656,8.06,7.9,7.75,0.6984126984126984,0,176
IWM230317C00185000,2022-09-23 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,167.31,0.2765575274658203,5.9,6.43,6.19,0.6944444444444444,0,175
IWM230317C00185000,2022-09-26 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,164.84,0.2890696093749999,5.69,6.04,5.99,0.6825396825396826,0,172
IWM230317C00185000,2022-09-27 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,164.87,0.289496851196289,6.75,6.03,5.98,0.6785714285714286,0,171
IWM230317C00185000,2022-09-28 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,169.65,0.2888254711914061,6.75,7.6,7.55,0.6746031746031746,0,170
IWM230317C00185000,2022-09-29 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,164.4,0.2973092730712889,6.16,6.12,6.05,0.6706349206349206,0,169
IWM230317C00185000,2022-09-30 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,166.23,0.2932199584960936,7.06,6.53,6.48,0.6666666666666666,0,168
IWM230317C00185000,2022-10-03 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,169.29,0.2941965112304687,7.55,7.48,7.43,0.6547619047619048,0,165
IWM230317C00185000,2022-10-04 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,176.0,0.2939828903198241,9.67,10.12,10.06,0.6507936507936508,0,164
IWM230317C00185000,2022-10-05 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,174.7,0.2994454821777343,8.69,9.81,9.76,0.6468253968253969,0,163
IWM230317C00185000,2022-10-07 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,168.49,0.2927927166748045,7.1,7.02,6.96,0.6388888888888888,0,161
IWM230317C00185000,2022-10-10 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,166.96,0.2975534112548827,7.0,6.61,6.57,0.626984126984127,0,158
IWM230317C00185000,2022-10-11 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,169.13,0.3003610003662109,6.24,7.41,7.37,0.623015873015873,0,157
IWM230317C00185000,2022-10-12 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,168.13,0.2957223748779296,6.81,6.83,6.79,0.6190476190476191,0,156
IWM230317C00185000,2022-10-13 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,171.49,0.3083565258789062,5.04,8.57,8.52,0.6150793650793651,0,155
IWM230317C00185000,2022-10-14 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,168.35,0.3034737622070312,7.29,7.14,7.09,0.6111111111111112,0,154
IWM230317C00185000,2022-10-17 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,171.81,0.3015816912841796,6.48,8.22,8.18,0.5992063492063492,0,151
IWM230317C00185000,2022-10-18 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,173.78,0.3074410076904296,9.08,9.22,9.17,0.5952380952380952,0,150
IWM230317C00185000,2022-10-19 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,170.77,0.3050301431274413,8.1,7.89,7.84,0.5912698412698413,0,149
IWM230317C00185000,2022-10-20 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,172.83,0.2962106512451171,7.61,8.25,8.21,0.5873015873015873,0,148
IWM230317C00185000,2022-10-21 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,171.83,0.3034127276611328,8.01,8.14,8.1,0.5833333333333334,0,147
IWM230317C00185000,2022-10-24 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,172.49,0.2999337585449219,8.17,8.14,8.09,0.5714285714285714,0,144
IWM230317C00185000,2022-10-25 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,178.16,0.3104317004394531,10.62,10.93,10.88,0.5674603174603174,0,143
IWM230317C00185000,2022-10-26 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,179.61,0.3062508340454102,11.57,11.35,11.29,0.5634920634920635,0,142
IWM230317C00185000,2022-10-27 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,181.38,0.3075630767822265,11.88,12.26,12.21,0.5595238095238095,0,141
IWM230317C00185000,2022-10-28 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,179.3,0.2989572058105468,11.15,10.79,10.72,0.5555555555555556,0,140
IWM230317C00185000,2022-10-31 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.6,0.3082649740600586,13.09,13.23,13.18,0.5436507936507936,0,137
IWM230317C00185000,2022-11-01 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.58,0.298011170349121,12.9,12.71,12.63,0.5396825396825397,0,136
IWM230317C00185000,2022-11-02 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.28,0.2760082165527343,11.76,11.55,11.5,0.5357142857142857,0,135
IWM230317C00185000,2022-11-03 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,177.62,0.2965158239746093,9.21,9.66,9.61,0.5317460317460317,0,134
IWM230317C00185000,2022-11-04 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,178.72,0.2771678729248046,9.11,9.32,9.26,0.5277777777777778,0,133
IWM230317C00185000,2022-11-07 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,180.13,0.2863535720825195,9.46,10.19,10.14,0.5158730158730159,0,130
IWM230317C00185000,2022-11-08 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,179.14,0.2956613403320312,10.28,10.08,10.02,0.5119047619047619,0,129
IWM230317C00185000,2022-11-09 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,174.87,0.2954172021484375,8.33,8.17,8.12,0.5079365079365079,0,128
IWM230317C00185000,2022-11-10 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,183.67,0.2915720257568358,12.76,12.03,11.97,0.503968253968254,0,127
IWM230317C00185000,2022-11-11 00:00:00,iwm,Call,2023-03-17 16:00:00,185.0,186.4,0.2995675512695312,14.83,13.8,13.73,0.5,1,126
IWM230317C00185000,2022-11-14 13:19:43,iwm,Call,2023-03-17 16:00:00,185.0,186.86,0.2881846084594726,13.4,13.4,13.33,0.4858914333480306,1,123
IWM230317C00185000,2022-11-14 15:10:43,iwm,Call,2023-03-17 16:00:00,185.0,186.61,0.2944101321411132,13.42,13.49,13.42,0.48558554710464435,1,123
IWM230317C00185000,2022-11-15 10:07:26,iwm,Call,2023-03-17 16:00:00,185.0,188.26,0.2862009857177734,13.92,14.04,13.97,0.48245306069958843,1,122
IWM230317C00185000,2022-11-15 14:25:36,iwm,Call,2023-03-17 16:00:00,185.0,188.06,0.2788158056640625,13.72,13.62,13.53,0.4817416225749559,1,122
IWM230317C00185000,2022-11-15 15:48:54,iwm,Call,2023-03-17 16:00:00,185.0,187.62,0.30023893127441403,13.72,14.26,14.17,0.4815120701058201,1,122
IWM230317C00185000,2022-11-16 11:38:31,iwm,Call,2023-03-17 16:00:00,185.0,184.35,0.292151853942871,11.8,12.11,12.05,0.4782338054820694,0,121
IWM230317C00185000,2022-11-16 15:03:34,iwm,Call,2023-03-17 16:00:00,185.0,184.53,0.28552960571289054,12.27,11.91,11.86,0.47766874265138154,0,121
IWM230317C00185000,2022-11-16 20:54:01,iwm,Call,2023-03-17 16:00:00,185.0,184.25,0.2938913385009765,11.94,12.08,12.01,0.47670299639917696,0,120
IWM230317C00185000,2022-11-17 10:56:57,iwm,Call,2023-03-17 16:00:00,185.0,181.13,0.29395237304687494,10.4,10.51,10.44,0.47438009810405646,0,120
IWM230317C00185000,2022-11-17 12:48:35,iwm,Call,2023-03-17 16:00:00,185.0,182.07,0.2791820129394531,10.4,10.35,10.3,0.474072466563786,0,120
IWM230317C00185000,2022-11-17 15:23:43,iwm,Call,2023-03-17 16:00:00,185.0,181.46,0.2891611611938476,10.61,10.48,10.43,0.4736449606848912,0,120
IWM230317C00185000,2022-11-18 10:10:19,iwm,Call,2023-03-17 16:00:00,185.0,183.97,0.2939218557739257,10.26,11.92,11.85,0.470540353101117,0,119
IWM230317C00185000,2022-11-18 12:47:53,iwm,Call,2023-03-17 16:00:00,185.0,183.0,0.28650615844726557,11.12,11.08,11.03,0.4701061416078777,0,119
IWM230317C00185000,2022-11-21 12:56:36,iwm,Call,2023-03-17 16:00:00,185.0,182.32,0.2849802947998046,10.34,10.52,10.46,0.45817735890652556,0,116
IWM230317C00185000,2022-11-21 15:06:43,iwm,Call,2023-03-17 16:00:00,185.0,182.16,0.2818064984130859,10.61,10.31,10.25,0.45781879225455613,0,116
IWM230317C00185000,2022-11-22 10:04:01,iwm,Call,2023-03-17 16:00:00,185.0,183.18,0.2738109729003906,10.59,10.44,10.37,0.4546846983392122,0,115
IWM230317C00185000,2022-11-22 14:35:23,iwm,Call,2023-03-17 16:00:00,185.0,183.55,0.27893787475585935,10.75,10.84,10.79,0.453936884553204,0,115
IWM230317C00185000,2022-11-23 11:38:55,iwm,Call,2023-03-17 16:00:00,185.0,185.26,0.27808339111328123,11.4,11.65,11.57,0.45045492541152266,1,114
IWM230317C00185000,2022-11-23 14:25:52,iwm,Call,2023-03-17 16:00:00,185.0,185.6,0.2710033837890625,11.15,11.54,11.33,0.44999485596707817,1,114
IWM230317C00185000,2022-11-25 10:13:01,iwm,Call,2023-03-17 16:00:00,185.0,186.26,0.2651440673828125,11.65,11.56,11.46,0.44275513484714873,1,112
IWM230317C00185000,2022-11-28 14:05:24,iwm,Call,2023-03-17 16:00:00,185.0,182.42,0.27997546203613277,10.59,10.01,9.94,0.43020998677248673,0,109
IWM230317C00185000,2022-11-29 14:56:22,iwm,Call,2023-03-17 16:00:00,185.0,182.32,0.27558097473144527,9.78,9.73,9.65,0.4261012823339212,0,108
IWM230317C00185000,2022-11-30 13:06:06,iwm,Call,2023-03-17 16:00:00,185.0,181.62,0.267158207397461,9.2,9.02,8.95,0.422436893738977,0,107
IWM230317C00185000,2022-11-30 15:36:57,iwm,Call,2023-03-17 16:00:00,185.0,186.35,0.2676770010375976,11.35,11.47,11.38,0.4220211915784833,1,107
IWM230317C00185000,2022-12-01 12:16:14,iwm,Call,2023-03-17 16:00:00,185.0,186.67,0.2853465020751953,12.33,12.3,12.14,0.41860605893592007,1,106
IWM230317C00185000,2022-12-01 13:50:03,iwm,Call,2023-03-17 16:00:00,185.0,186.88,0.2694164855957031,11.73,11.78,11.67,0.4183475253527337,1,106
IWM230317C00185000,2022-12-02 14:55:18,iwm,Call,2023-03-17 16:00:00,185.0,188.02,0.25965095825195317,11.79,11.99,11.88,0.4141994598765432,1,105
IWM230317C00185000,2022-12-05 14:13:37,iwm,Call,2023-03-17 16:00:00,185.0,182.93,0.2647778601074219,9.35,9.32,9.24,0.40240956606407996,0,102
IWM230317C00185000,2022-12-06 13:24:44,iwm,Call,2023-03-17 16:00:00,185.0,179.75,0.26697510375976563,7.85,7.85,7.78,0.3985760214579659,0,101
IWM230317C00185000,2022-12-07 10:34:21,iwm,Call,2023-03-17 16:00:00,185.0,180.28,0.26355716918945316,7.66,7.91,7.83,0.39507729828042326,0,100
IWM230317C00185000,2022-12-07 15:43:25,iwm,Call,2023-03-17 16:00:00,185.0,179.58,0.268989243774414,8.11,7.8,7.71,0.3942255934009406,0,100
IWM230317C00185000,2022-12-08 10:25:51,iwm,Call,2023-03-17 16:00:00,185.0,182.24,0.2682568292236328,8.64,8.96,8.89,0.3911324680335097,0,99
IWM230317C00185000,2022-12-08 15:27:33,iwm,Call,2023-03-17 16:00:00,185.0,180.69,0.26068854553222653,7.97,7.94,7.86,0.39030106371252205,0,99
IWM230317C00185000,2022-12-09 14:20:17,iwm,Call,2023-03-17 16:00:00,185.0,179.36,0.2639844110107422,7.55,7.42,7.35,0.3865181786449148,0,98
IWM230317C00185000,2022-12-12 10:01:56,iwm,Call,2023-03-17 16:00:00,185.0,178.88,0.26364872100830083,6.92,7.05,6.98,0.3753253600823045,0,95
IWM230317C00185000,2022-12-12 14:16:48,iwm,Call,2023-03-17 16:00:00,185.0,180.31,0.270515107421875,7.78,7.93,7.88,0.3746230158730159,0,95
IWM230317C00185000,2022-12-13 12:06:35,iwm,Call,2023-03-17 16:00:00,185.0,181.82,0.27545890563964837,8.68,8.73,8.67,0.37101360412992357,0,94
IWM230317C00185000,2022-12-14 13:57:28,iwm,Call,2023-03-17 16:00:00,185.0,182.46,0.2672192419433594,8.55,8.71,8.66,0.36673978542034097,0,93
IWM230317C00185000,2022-12-15 13:11:41,iwm,Call,2023-03-17 16:00:00,185.0,175.65,0.26758544921875,5.71,5.75,5.7,0.36289769804526745,0,92
IWM230317C00185000,2022-12-15 17:51:04,iwm,Call,2023-03-17 16:00:00,185.0,175.68,0.25586681640625003,5.29,5.36,5.3,0.3621277924750147,0,91
IWM230317C00185000,2022-12-16 10:52:20,iwm,Call,2023-03-17 16:00:00,185.0,173.58,0.2563550927734375,5.12,4.6,4.55,0.35931345532039977,0,91
IWM230317C00185000,2022-12-19 11:12:33,iwm,Call,2023-03-17 16:00:00,185.0,173.11,0.258369232788086,4.63,4.37,4.32,0.34735298170194,0,88
